Teta2;0.0021102093679359096;2.061015524689608e-05
Teta5;0.0019092232491075254;4.87023453765399e-05
Teta8;0.0020048710878393366;4.321934315947629e-05
Teta11;0.0010215303872620944;2.6061646408356153e-05
Teta13;0.0013707999072129695;3.807443701531217e-05
V3;0.002756249256261512;6.401140732203122e-06
Teta3;0.0016484038238829546;2.198539590565586e-05
V4;0.0023500062172648085;5.995307761389472e-06
Teta4;0.0016682253566299454;2.753436871030363e-05
V7;0.0035266859458084423;7.050609050632041e-06
Teta7;0.001632266957427652;3.7446056410656725e-05
V9;0.0015428708819382763;4.906290878616736e-06
Teta9;0.0011192085002044087;2.855364811268915e-05
V10;0.0016517764287852393;8.774217113847596e-06
Teta10;0.001553812900383453;4.440840502780861e-05
V14;0.006173130860939986;3.100800594739197e-05
Teta14;0.0016390687878756036;4.8187126074302255e-05
V15;0.0029196044324083094;1.6312188920050796e-05
Teta15;0.0013909638823977465;4.0964408225623284e-05
V16;0.0049776135587547;2.466805542887587e-05
Teta16;0.0015705597925087125;4.4897946939599705e-05
V17;0.004814602816836784;2.7550127061084733e-05
Teta17;0.0016240674213172815;4.710540768075173e-05
V18;0.003376018978444313;2.2821763192628978e-05
Teta18;0.0015913595295627204;4.8525683790095916e-05
V20;0.0029181535884985595;1.971414147433043e-05
Teta20;0.0018108469760971006;5.4875887930582954e-05
V21;0.0034091688130227617;2.2544481137027802e-05
Teta21;0.0015735399844868756;4.627341062037249e-05
V22;0.0030773815884586157;2.0198510812514664e-05
Teta22;0.001615780839690268;4.745823055065097e-05
V23;0.0039884887774939695;2.7603077317135387e-05
Teta23;0.0014233117787902398;4.264691815401784e-05
V25;0.001802097582876807;1.286829235810946e-05
Teta25;0.0016948996678034674;4.987369464364563e-05
V26;0.004928148042036886;4.421829846146062e-05
Teta26;0.002087176062662406;6.30969872913298e-05
V28;0.0013640618336360573;2.99389843697829e-06
Teta28;0.0015006734596458837;3.130790769731649e-05
V29;0.0027023219196487718;2.1313595054378236e-05
Teta29;0.0013427825730603236;4.14567182092718e-05
V30;0.0021783501316369252;1.9782123010105182e-05
Teta30;0.0016699861457446885;5.436312176630976e-05
