Teta2;0.0006427000513764652;5.792743720244333e-06
Teta3;0.0005074251156662715;1.1668598274302043e-05
Teta8;0.0006877627399757184;1.612283185276501e-05
V5;0.00020199268981514791;4.920047618535712e-07
Teta5;0.0005765176737666835;8.862949979947387e-06
V7;0.0005889743482054785;1.5623778149557143e-06
Teta7;0.0006910831020758755;1.6200670643464147e-05
V9;0.0006490452071189417;2.6856727481850947e-06
Teta9;0.00043098409553413115;1.1327613582064248e-05
V10;0.0026017210123217625;1.0772027742464885e-05
Teta10;0.0009847397621388164;2.633036058712942e-05
V11;0.002007194143514017;4.894409530492796e-06
Teta11;0.0008517048783671567;2.2675953526747854e-05
V12;0.001384431090689807;2.2893181943260492e-06
Teta12;0.0009340300339643065;2.571908060600335e-05
V13;0.0017673607785347665;4.094784381123975e-06
Teta13;0.0007459859393975775;2.055727559438257e-05
V14;0.0038245988778004515;1.9695709137119465e-05
Teta14;0.0013889011775244037;3.97658345512651e-05
